month_year,county,liters_sold
2023-02-01,Woodbury,58982.809999999976
2023-03-01,Woodbury,69790.16000000002
2023-04-01,Woodbury,58542.29999999999
2023-05-01,Woodbury,64062.54999999999
2023-06-01,Woodbury,84755.98000000004
2023-07-01,Woodbury,60557.51999999999
2023-08-01,Woodbury,72952.37
2023-09-01,Woodbury,62579.53999999999
2023-10-01,Woodbury,66211.21999999994
2023-11-01,Woodbury,72542.84000000001
2023-12-01,Woodbury,70507.37
