liters_sold_county,month,year,county,date
478106.74000000017,10,2020,POLK,2020-10-01
67758.98000000001,10,2020,POTTAWATTAMIE,2020-10-01
143599.33000000005,10,2020,SCOTT,2020-10-01
72017.34000000001,10,2020,STORY,2020-10-01
57392.65999999996,10,2020,WOODBURY,2020-10-01
104138.20999999999,10,2021,BLACK HAWK,2021-10-01
66890.46999999996,10,2021,DALLAS,2021-10-01
56895.86999999999,10,2021,DUBUQUE,2021-10-01
126873.9800000001,10,2021,JOHNSON,2021-10-01
179857.19000000003,10,2021,LINN,2021-10-01
471698.51,10,2021,POLK,2021-10-01
74135.81,10,2021,POTTAWATTAMIE,2021-10-01
133703.91000000003,10,2021,SCOTT,2021-10-01
62255.58999999995,10,2021,STORY,2021-10-01
62616.45,10,2021,WOODBURY,2021-10-01
108275.7600000001,10,2022,BLACK HAWK,2022-10-01
68326.47,10,2022,DALLAS,2022-10-01
67241.74999999997,10,2022,DUBUQUE,2022-10-01
124089.43000000005,10,2022,JOHNSON,2022-10-01
182086.51000000013,10,2022,LINN,2022-10-01
504755.40999999986,10,2022,POLK,2022-10-01
74495.29000000002,10,2022,POTTAWATTAMIE,2022-10-01
140438.87999999995,10,2022,SCOTT,2022-10-01
69189.43,10,2022,STORY,2022-10-01
69227.04000000007,10,2022,WOODBURY,2022-10-01
105724.72999999998,10,2023,BLACK HAWK,2023-10-01
60681.24999999997,10,2023,DALLAS,2023-10-01
54783.78999999997,10,2023,DUBUQUE,2023-10-01
125430.59000000004,10,2023,JOHNSON,2023-10-01
176439.74000000014,10,2023,LINN,2023-10-01
472557.7700000002,10,2023,POLK,2023-10-01
61406.38,10,2023,POTTAWATTAMIE,2023-10-01
137478.5800000001,10,2023,SCOTT,2023-10-01
54442.119999999995,10,2023,STORY,2023-10-01
66211.22000000002,10,2023,WOODBURY,2023-10-01
95502.96,11,2018,BLACK HAWK,2018-11-01
34706.25000000002,11,2018,DALLAS,2018-11-01
62347.72999999999,11,2018,DUBUQUE,2018-11-01
93442.83999999998,11,2018,JOHNSON,2018-11-01
166653.96000000008,11,2018,LINN,2018-11-01
400470.43999999994,11,2018,POLK,2018-11-01
68439.09999999998,11,2018,POTTAWATTAMIE,2018-11-01
126215.28,11,2018,SCOTT,2018-11-01
54432.39999999995,11,2018,STORY,2018-11-01
59694.79999999998,11,2018,WOODBURY,2018-11-01
93232.74999999994,11,2019,BLACK HAWK,2019-11-01
35098.86999999999,11,2019,DALLAS,2019-11-01
65248.32,11,2019,DUBUQUE,2019-11-01
98875.10000000002,11,2019,JOHNSON,2019-11-01
161016.5300000001,11,2019,LINN,2019-11-01
362631.50000000006,11,2019,POLK,2019-11-01
65465.82999999998,11,2019,POTTAWATTAMIE,2019-11-01
135647.35999999996,11,2019,SCOTT,2019-11-01
55049.19999999999,11,2019,STORY,2019-11-01
63520.75999999998,11,2019,WOODBURY,2019-11-01
105285.26999999997,11,2020,BLACK HAWK,2020-11-01
36285.50999999999,11,2020,DALLAS,2020-11-01
64603.45999999997,11,2020,DUBUQUE,2020-11-01
90309.82999999996,11,2020,JOHNSON,2020-11-01
163786.41999999998,11,2020,LINN,2020-11-01
366593.73999999993,11,2020,POLK,2020-11-01
62359.91000000001,11,2020,POTTAWATTAMIE,2020-11-01
141437.80999999994,11,2020,SCOTT,2020-11-01
63884.53999999996,11,2020,STORY,2020-11-01
60711.469999999965,11,2020,WOODBURY,2020-11-01
114108.51000000004,11,2021,BLACK HAWK,2021-11-01
77673.64,11,2021,DALLAS,2021-11-01
69476.47999999995,11,2021,DUBUQUE,2021-11-01
120981.96999999997,11,2021,JOHNSON,2021-11-01
187587.3,11,2021,LINN,2021-11-01
403819.16999999987,11,2021,POLK,2021-11-01
66018.99999999997,11,2021,POTTAWATTAMIE,2021-11-01
155422.20999999996,11,2021,SCOTT,2021-11-01
68931.5,11,2021,STORY,2021-11-01
76863.56999999998,11,2021,WOODBURY,2021-11-01
96754.86999999998,11,2022,BLACK HAWK,2022-11-01
51336.739999999976,11,2022,DALLAS,2022-11-01
53807.36000000001,11,2022,DUBUQUE,2022-11-01
117083.78999999995,11,2022,JOHNSON,2022-11-01
161550.91999999998,11,2022,LINN,2022-11-01
412604.0100000001,11,2022,POLK,2022-11-01
65982.59999999996,11,2022,POTTAWATTAMIE,2022-11-01
130877.51999999999,11,2022,SCOTT,2022-11-01
59678.91999999997,11,2022,STORY,2022-11-01
66578.64999999997,11,2022,WOODBURY,2022-11-01
103773.96999999999,11,2023,BLACK HAWK,2023-11-01
59942.40000000003,11,2023,DALLAS,2023-11-01
62727.57000000001,11,2023,DUBUQUE,2023-11-01
110095.11000000004,11,2023,JOHNSON,2023-11-01
157024.26000000004,11,2023,LINN,2023-11-01
450433.37999999995,11,2023,POLK,2023-11-01
69672.63999999997,11,2023,POTTAWATTAMIE,2023-11-01
130407.36000000002,11,2023,SCOTT,2023-11-01
65523.67999999998,11,2023,STORY,2023-11-01
72542.84000000001,11,2023,WOODBURY,2023-11-01
118662.91999999995,12,2018,BLACK HAWK,2018-12-01
56346.04,12,2018,DALLAS,2018-12-01
67948.46999999999,12,2018,DUBUQUE,2018-12-01
135270.47000000003,12,2018,JOHNSON,2018-12-01
169614.87999999998,12,2018,LINN,2018-12-01
450272.0500000002,12,2018,POLK,2018-12-01
79045.46,12,2018,POTTAWATTAMIE,2018-12-01
158802.02,12,2018,SCOTT,2018-12-01
53135.62999999997,12,2018,STORY,2018-12-01
66692.12999999995,12,2018,WOODBURY,2018-12-01
122565.24000000002,12,2019,BLACK HAWK,2019-12-01
43700.899999999965,12,2019,DALLAS,2019-12-01
60397.529999999984,12,2019,DUBUQUE,2019-12-01
108683.83000000002,12,2019,JOHNSON,2019-12-01
177610.32000000012,12,2019,LINN,2019-12-01
437218.86999999965,12,2019,POLK,2019-12-01
64923.749999999956,12,2019,POTTAWATTAMIE,2019-12-01
133099.00000000003,12,2019,SCOTT,2019-12-01
56048.080000000016,12,2019,STORY,2019-12-01
79209.48,12,2019,WOODBURY,2019-12-01
128643.86999999998,12,2020,BLACK HAWK,2020-12-01
66392.58999999997,12,2020,DALLAS,2020-12-01
59908.51999999995,12,2020,DUBUQUE,2020-12-01
126848.36000000003,12,2020,JOHNSON,2020-12-01
193734.47000000006,12,2020,LINN,2020-12-01
468616.18,12,2020,POLK,2020-12-01
84412.03,12,2020,POTTAWATTAMIE,2020-12-01
167291.45000000007,12,2020,SCOTT,2020-12-01
73593.38999999996,12,2020,STORY,2020-12-01
82392.17999999995,12,2020,WOODBURY,2020-12-01
135680.83,12,2021,BLACK HAWK,2021-12-01
55086.74999999996,12,2021,DALLAS,2021-12-01
76923.24000000002,12,2021,DUBUQUE,2021-12-01
115324.17,12,2021,JOHNSON,2021-12-01
202059.47000000018,12,2021,LINN,2021-12-01
498501.58,12,2021,POLK,2021-12-01
94977.93000000004,12,2021,POTTAWATTAMIE,2021-12-01
150210.51000000007,12,2021,SCOTT,2021-12-01
71980.59,12,2021,STORY,2021-12-01
83201.06000000001,12,2021,WOODBURY,2021-12-01
114792.10000000008,12,2022,BLACK HAWK,2022-12-01
66139.43000000001,12,2022,DALLAS,2022-12-01
68674.60999999999,12,2022,DUBUQUE,2022-12-01
109658.61000000002,12,2022,JOHNSON,2022-12-01
181050.87000000005,12,2022,LINN,2022-12-01
480919.80000000005,12,2022,POLK,2022-12-01
79182.19999999997,12,2022,POTTAWATTAMIE,2022-12-01
134605.88,12,2022,SCOTT,2022-12-01
57269.73999999999,12,2022,STORY,2022-12-01
71350.29999999996,12,2022,WOODBURY,2022-12-01
106164.01000000011,12,2023,BLACK HAWK,2023-12-01
56604.37999999998,12,2023,DALLAS,2023-12-01
62388.10999999997,12,2023,DUBUQUE,2023-12-01
109144.81000000001,12,2023,JOHNSON,2023-12-01
172637.48,12,2023,LINN,2023-12-01
418267.4499999999,12,2023,POLK,2023-12-01
69968.61999999997,12,2023,POTTAWATTAMIE,2023-12-01
128198.00999999997,12,2023,SCOTT,2023-12-01
50062.889999999985,12,2023,STORY,2023-12-01
70507.36999999997,12,2023,WOODBURY,2023-12-01
86793.84999999996,2,2018,BLACK HAWK,2018-02-01
26293.529999999995,2,2018,DALLAS,2018-02-01
50511.03999999999,2,2018,DUBUQUE,2018-02-01
87991.17999999996,2,2018,JOHNSON,2018-02-01
146369.71000000008,2,2018,LINN,2018-02-01
334946.64999999997,2,2018,POLK,2018-02-01
56481.95999999999,2,2018,POTTAWATTAMIE,2018-02-01
97982.58000000002,2,2018,SCOTT,2018-02-01
52609.47999999997,2,2018,STORY,2018-02-01
50471.04000000001,2,2018,WOODBURY,2018-02-01
96932.49,2,2019,BLACK HAWK,2019-02-01
29703.949999999986,2,2019,DALLAS,2019-02-01
54642.91999999997,2,2019,DUBUQUE,2019-02-01
89178.85999999999,2,2019,JOHNSON,2019-02-01
149876.85,2,2019,LINN,2019-02-01
347871.21,2,2019,POLK,2019-02-01
61591.64999999997,2,2019,POTTAWATTAMIE,2019-02-01
112521.08999999997,2,2019,SCOTT,2019-02-01
54873.60999999997,2,2019,STORY,2019-02-01
54839.049999999996,2,2019,WOODBURY,2019-02-01
97712.38,2,2020,BLACK HAWK,2020-02-01
33060.779999999984,2,2020,DALLAS,2020-02-01
48759.79999999999,2,2020,DUBUQUE,2020-02-01
91092.21000000005,2,2020,JOHNSON,2020-02-01
143957.20999999996,2,2020,LINN,2020-02-01
345945.38,2,2020,POLK,2020-02-01
59150.1,2,2020,POTTAWATTAMIE,2020-02-01
109000.99,2,2020,SCOTT,2020-02-01
58069.35000000001,2,2020,STORY,2020-02-01
57556.45999999998,2,2020,WOODBURY,2020-02-01
101567.70000000001,2,2021,BLACK HAWK,2021-02-01
38808.95000000001,2,2021,DALLAS,2021-02-01
54764.550000000025,2,2021,DUBUQUE,2021-02-01
98323.42999999995,2,2021,JOHNSON,2021-02-01
148219.34999999998,2,2021,LINN,2021-02-01
362001.2900000001,2,2021,POLK,2021-02-01
63479.97000000002,2,2021,POTTAWATTAMIE,2021-02-01
112893.86,2,2021,SCOTT,2021-02-01
64455.24000000001,2,2021,STORY,2021-02-01
55850.05999999997,2,2021,WOODBURY,2021-02-01
99177.29999999996,2,2022,BLACK HAWK,2022-02-01
32699.709999999995,2,2022,DALLAS,2022-02-01
46195.49,2,2022,DUBUQUE,2022-02-01
102926.05999999998,2,2022,JOHNSON,2022-02-01
144329.00999999998,2,2022,LINN,2022-02-01
353678.5499999997,2,2022,POLK,2022-02-01
61804.68999999997,2,2022,POTTAWATTAMIE,2022-02-01
111976.56999999996,2,2022,SCOTT,2022-02-01
62673.12999999998,2,2022,STORY,2022-02-01
52292.399999999994,2,2022,WOODBURY,2022-02-01
95129.52000000002,2,2023,BLACK HAWK,2023-02-01
44420.86000000002,2,2023,DALLAS,2023-02-01
51762.79,2,2023,DUBUQUE,2023-02-01
97923.45000000001,2,2023,JOHNSON,2023-02-01
151532.05000000005,2,2023,LINN,2023-02-01
386428.35,2,2023,POLK,2023-02-01
60760.85999999998,2,2023,POTTAWATTAMIE,2023-02-01
109673.36000000003,2,2023,SCOTT,2023-02-01
51976.77999999998,2,2023,STORY,2023-02-01
58982.81000000001,2,2023,WOODBURY,2023-02-01
89567.48,3,2018,BLACK HAWK,2018-03-01
34328.57,3,2018,DALLAS,2018-03-01
50428.22999999997,3,2018,DUBUQUE,2018-03-01
77454.34000000001,3,2018,JOHNSON,2018-03-01
136585.53000000003,3,2018,LINN,2018-03-01
378124.0600000001,3,2018,POLK,2018-03-01
59633.770000000004,3,2018,POTTAWATTAMIE,2018-03-01
112739.02999999993,3,2018,SCOTT,2018-03-01
44923.61,3,2018,STORY,2018-03-01
50839.750000000015,3,2018,WOODBURY,2018-03-01
86523.45000000003,3,2019,BLACK HAWK,2019-03-01
28025.069999999974,3,2019,DALLAS,2019-03-01
48838.51999999999,3,2019,DUBUQUE,2019-03-01
82624.91000000003,3,2019,JOHNSON,2019-03-01
132032.39000000004,3,2019,LINN,2019-03-01
363386.14,3,2019,POLK,2019-03-01
60782.67,3,2019,POTTAWATTAMIE,2019-03-01
111409.40999999999,3,2019,SCOTT,2019-03-01
48743.30999999999,3,2019,STORY,2019-03-01
55060.45999999994,3,2019,WOODBURY,2019-03-01
103234.43000000005,3,2020,BLACK HAWK,2020-03-01
53649.07,3,2020,DALLAS,2020-03-01
59034.67999999997,3,2020,DUBUQUE,2020-03-01
110226.23999999996,3,2020,JOHNSON,2020-03-01
180908.48999999996,3,2020,LINN,2020-03-01
409281.66999999987,3,2020,POLK,2020-03-01
68971.36000000003,3,2020,POTTAWATTAMIE,2020-03-01
147296.09000000008,3,2020,SCOTT,2020-03-01
57265.770000000004,3,2020,STORY,2020-03-01
72953.49999999997,3,2020,WOODBURY,2020-03-01
105291.55000000002,3,2021,BLACK HAWK,2021-03-01
56157.92000000002,3,2021,DALLAS,2021-03-01
60201.98999999997,3,2021,DUBUQUE,2021-03-01
133385.90000000008,3,2021,JOHNSON,2021-03-01
182148.72000000015,3,2021,LINN,2021-03-01
442606.97000000026,3,2021,POLK,2021-03-01
80248.17,3,2021,POTTAWATTAMIE,2021-03-01
163191.07999999993,3,2021,SCOTT,2021-03-01
69324.92000000001,3,2021,STORY,2021-03-01
68113.61999999997,3,2021,WOODBURY,2021-03-01
97017.34000000001,3,2022,BLACK HAWK,2022-03-01
43001.19,3,2022,DALLAS,2022-03-01
46858.709999999985,3,2022,DUBUQUE,2022-03-01
87635.18,3,2022,JOHNSON,2022-03-01
146927.98,3,2022,LINN,2022-03-01
377710.2700000001,3,2022,POLK,2022-03-01
69916.58999999998,3,2022,POTTAWATTAMIE,2022-03-01
105018.42000000001,3,2022,SCOTT,2022-03-01
57811.89999999998,3,2022,STORY,2022-03-01
64117.19999999998,3,2022,WOODBURY,2022-03-01
108404.15999999993,3,2023,BLACK HAWK,2023-03-01
48856.82000000001,3,2023,DALLAS,2023-03-01
63916.100000000006,3,2023,DUBUQUE,2023-03-01
102505.40999999996,3,2023,JOHNSON,2023-03-01
173248.93999999997,3,2023,LINN,2023-03-01
445443.28000000014,3,2023,POLK,2023-03-01
77157.56999999999,3,2023,POTTAWATTAMIE,2023-03-01
119032.81,3,2023,SCOTT,2023-03-01
67167.54999999996,3,2023,STORY,2023-03-01
69790.16000000005,3,2023,WOODBURY,2023-03-01
99040.50000000001,4,2018,BLACK HAWK,2018-04-01
33655.88999999998,4,2018,DALLAS,2018-04-01
54395.759999999995,4,2018,DUBUQUE,2018-04-01
101305.60000000008,4,2018,JOHNSON,2018-04-01
163064.2300000001,4,2018,LINN,2018-04-01
398323.9599999998,4,2018,POLK,2018-04-01
68716.80000000002,4,2018,POTTAWATTAMIE,2018-04-01
117765.64,4,2018,SCOTT,2018-04-01
60546.869999999995,4,2018,STORY,2018-04-01
56939.50999999998,4,2018,WOODBURY,2018-04-01
103183.11000000003,4,2019,BLACK HAWK,2019-04-01
24970.20999999999,4,2019,DALLAS,2019-04-01
60753.43999999999,4,2019,DUBUQUE,2019-04-01
107169.20999999998,4,2019,JOHNSON,2019-04-01
172435.32000000015,4,2019,LINN,2019-04-01
411624.49000000005,4,2019,POLK,2019-04-01
66043.03999999995,4,2019,POTTAWATTAMIE,2019-04-01
135484.57999999996,4,2019,SCOTT,2019-04-01
62777.22999999999,4,2019,STORY,2019-04-01
77129.41999999997,4,2019,WOODBURY,2019-04-01
100851.05000000003,4,2020,BLACK HAWK,2020-04-01
54645.04,4,2020,DALLAS,2020-04-01
56113.210000000014,4,2020,DUBUQUE,2020-04-01
96937.03999999996,4,2020,JOHNSON,2020-04-01
184670.06999999998,4,2020,LINN,2020-04-01
421989.52999999997,4,2020,POLK,2020-04-01
71443.04999999997,4,2020,POTTAWATTAMIE,2020-04-01
125529.59000000001,4,2020,SCOTT,2020-04-01
67243.03000000003,4,2020,STORY,2020-04-01
67851.34,4,2020,WOODBURY,2020-04-01
114867.45000000006,4,2021,BLACK HAWK,2021-04-01
39727.63000000003,4,2021,DALLAS,2021-04-01
74297.02000000003,4,2021,DUBUQUE,2021-04-01
104410.73,4,2021,JOHNSON,2021-04-01
176032.78000000003,4,2021,LINN,2021-04-01
470331.35,4,2021,POLK,2021-04-01
71269.50000000003,4,2021,POTTAWATTAMIE,2021-04-01
127184.08000000002,4,2021,SCOTT,2021-04-01
69302.69000000002,4,2021,STORY,2021-04-01
71653.72999999998,4,2021,WOODBURY,2021-04-01
103091.80000000006,4,2022,BLACK HAWK,2022-04-01
52240.10999999998,4,2022,DALLAS,2022-04-01
67127.40999999999,4,2022,DUBUQUE,2022-04-01
108228.29,4,2022,JOHNSON,2022-04-01
177521.19000000006,4,2022,LINN,2022-04-01
438980.7399999999,4,2022,POLK,2022-04-01
73929.07,4,2022,POTTAWATTAMIE,2022-04-01
133749.45000000004,4,2022,SCOTT,2022-04-01
65237.04999999999,4,2022,STORY,2022-04-01
69451.30999999998,4,2022,WOODBURY,2022-04-01
91925.08000000009,4,2023,BLACK HAWK,2023-04-01
48184.40000000001,4,2023,DALLAS,2023-04-01
53348.81000000002,4,2023,DUBUQUE,2023-04-01
116236.79,4,2023,JOHNSON,2023-04-01
161957.84,4,2023,LINN,2023-04-01
399640.6900000001,4,2023,POLK,2023-04-01
67190.92,4,2023,POTTAWATTAMIE,2023-04-01
107584.12000000004,4,2023,SCOTT,2023-04-01
55164.02999999996,4,2023,STORY,2023-04-01
58542.29999999999,4,2023,WOODBURY,2023-04-01
103913.77000000002,5,2018,BLACK HAWK,2018-05-01
31702.889999999992,5,2018,DALLAS,2018-05-01
73326.89999999997,5,2018,DUBUQUE,2018-05-01
104304.78000000007,5,2018,JOHNSON,2018-05-01
196764.95999999982,5,2018,LINN,2018-05-01
435169.87000000046,5,2018,POLK,2018-05-01
58261.030000000006,5,2018,POTTAWATTAMIE,2018-05-01
140061.95,5,2018,SCOTT,2018-05-01
59480.73999999999,5,2018,STORY,2018-05-01
75225.78999999998,5,2018,WOODBURY,2018-05-01
110604.30000000008,5,2019,BLACK HAWK,2019-05-01
45406.56,5,2019,DALLAS,2019-05-01
65396.84999999998,5,2019,DUBUQUE,2019-05-01
102063.91999999998,5,2019,JOHNSON,2019-05-01
185027.2100000001,5,2019,LINN,2019-05-01
463214.16,5,2019,POLK,2019-05-01
83627.20999999998,5,2019,POTTAWATTAMIE,2019-05-01
139459.62000000002,5,2019,SCOTT,2019-05-01
62522.64999999999,5,2019,STORY,2019-05-01
77279.61999999998,5,2019,WOODBURY,2019-05-01
97244.62999999999,5,2020,BLACK HAWK,2020-05-01
59498.81999999997,5,2020,DALLAS,2020-05-01
56950.419999999955,5,2020,DUBUQUE,2020-05-01
101156.56999999999,5,2020,JOHNSON,2020-05-01
177302.43000000002,5,2020,LINN,2020-05-01
385151.3600000001,5,2020,POLK,2020-05-01
71047.24000000002,5,2020,POTTAWATTAMIE,2020-05-01
139343.17000000007,5,2020,SCOTT,2020-05-01
58825.13999999998,5,2020,STORY,2020-05-01
57017.97999999998,5,2020,WOODBURY,2020-05-01
105435.71999999994,5,2021,BLACK HAWK,2021-05-01
53090.22999999999,5,2021,DALLAS,2021-05-01
63049.209999999955,5,2021,DUBUQUE,2021-05-01
101793.25000000003,5,2021,JOHNSON,2021-05-01
181055.47000000003,5,2021,LINN,2021-05-01
408189.75999999983,5,2021,POLK,2021-05-01
71760.46,5,2021,POTTAWATTAMIE,2021-05-01
129388.36,5,2021,SCOTT,2021-05-01
57443.929999999986,5,2021,STORY,2021-05-01
61726.28999999999,5,2021,WOODBURY,2021-05-01
101925.59000000003,5,2022,BLACK HAWK,2022-05-01
63473.659999999945,5,2022,DALLAS,2022-05-01
60521.829999999994,5,2022,DUBUQUE,2022-05-01
116099.40999999996,5,2022,JOHNSON,2022-05-01
186087.9299999999,5,2022,LINN,2022-05-01
436278.11,5,2022,POLK,2022-05-01
68421.67,5,2022,POTTAWATTAMIE,2022-05-01
126325.64999999995,5,2022,SCOTT,2022-05-01
59907.35,5,2022,STORY,2022-05-01
63302.400000000016,5,2022,WOODBURY,2022-05-01
104774.60000000011,5,2023,BLACK HAWK,2023-05-01
64237.26,5,2023,DALLAS,2023-05-01
63556.65999999997,5,2023,DUBUQUE,2023-05-01
117432.11000000003,5,2023,JOHNSON,2023-05-01
189517.89000000004,5,2023,LINN,2023-05-01
469186.7599999998,5,2023,POLK,2023-05-01
64154.71999999999,5,2023,POTTAWATTAMIE,2023-05-01
146715.32000000004,5,2023,SCOTT,2023-05-01
65909.91999999997,5,2023,STORY,2023-05-01
64062.54999999997,5,2023,WOODBURY,2023-05-01
98547.26999999999,6,2018,BLACK HAWK,2018-06-01
42116.26999999999,6,2018,DALLAS,2018-06-01
57039.490000000005,6,2018,DUBUQUE,2018-06-01
100125.62000000001,6,2018,JOHNSON,2018-06-01
156933.10999999996,6,2018,LINN,2018-06-01
415689.50999999995,6,2018,POLK,2018-06-01
74997.50999999997,6,2018,POTTAWATTAMIE,2018-06-01
125330.91999999997,6,2018,SCOTT,2018-06-01
47180.25999999999,6,2018,STORY,2018-06-01
61958.92000000003,6,2018,WOODBURY,2018-06-01
100192.05000000003,6,2019,BLACK HAWK,2019-06-01
50096.69999999998,6,2019,DALLAS,2019-06-01
53867.999999999985,6,2019,DUBUQUE,2019-06-01
99047.87999999998,6,2019,JOHNSON,2019-06-01
158409.01999999993,6,2019,LINN,2019-06-01
408127.67999999993,6,2019,POLK,2019-06-01
69615.35999999999,6,2019,POTTAWATTAMIE,2019-06-01
144208.43000000005,6,2019,SCOTT,2019-06-01
48382.32999999999,6,2019,STORY,2019-06-01
57500.33999999998,6,2019,WOODBURY,2019-06-01
126133.77000000005,6,2020,BLACK HAWK,2020-06-01
80785.52000000002,6,2020,DALLAS,2020-06-01
64395.39999999997,6,2020,DUBUQUE,2020-06-01
123370.12000000002,6,2020,JOHNSON,2020-06-01
190720.59999999998,6,2020,LINN,2020-06-01
440467.2500000001,6,2020,POLK,2020-06-01
64940.409999999945,6,2020,POTTAWATTAMIE,2020-06-01
172325.07000000004,6,2020,SCOTT,2020-06-01
51062.49999999998,6,2020,STORY,2020-06-01
77059.46000000005,6,2020,WOODBURY,2020-06-01
112885.26,6,2021,BLACK HAWK,2021-06-01
72752.48999999998,6,2021,DALLAS,2021-06-01
60523.07000000001,6,2021,DUBUQUE,2021-06-01
133111.37999999992,6,2021,JOHNSON,2021-06-01
193034.31000000008,6,2021,LINN,2021-06-01
457893.90999999986,6,2021,POLK,2021-06-01
69997.81000000001,6,2021,POTTAWATTAMIE,2021-06-01
175846.1900000001,6,2021,SCOTT,2021-06-01
56424.83999999998,6,2021,STORY,2021-06-01
73270.65999999992,6,2021,WOODBURY,2021-06-01
112822.78999999995,6,2022,BLACK HAWK,2022-06-01
58100.380000000005,6,2022,DALLAS,2022-06-01
55217.70999999998,6,2022,DUBUQUE,2022-06-01
109680.53,6,2022,JOHNSON,2022-06-01
173509.69999999995,6,2022,LINN,2022-06-01
453139.50000000006,6,2022,POLK,2022-06-01
79399.37999999999,6,2022,POTTAWATTAMIE,2022-06-01
138995.22,6,2022,SCOTT,2022-06-01
59940.88999999997,6,2022,STORY,2022-06-01
75003.13,6,2022,WOODBURY,2022-06-01
114228.62999999998,6,2023,BLACK HAWK,2023-06-01
63006.53999999995,6,2023,DALLAS,2023-06-01
